id,writing_id,book,section,content,full_path
46,42050,"","",（1）易水：在今河北省北部易县境内。战国时期，侠士荆轲受燕国太子丹（即诗中的燕丹）的重托，到秦国刺秦王赢政（统一中国后的秦始皇）。临行时，燕丹等人在易水为其送行。荆轲唱着“风萧萧兮易水寒，壮士一去兮不复还”的歌，与众人诀别。后来刺杀秦王未遂而被杀。（2）壮士发冲冠：壮士，指荆轲；发冲冠，即怒发冲冠，愤怒到头发把帽子都顶起来了，形容非常愤怒。,""
47,42055,《批点唐音》,"",比上句多少用心（“乘昏”句下）。,《批点唐音》
48,42055,《唐诗绪笺》,"",此诗壮怀雅志、自爱不屈之意俱可想见，此其所以为贤也。,《唐诗绪笺》
49,42055,《载酒园诗话》,"",骆义乌《玩初月》诗“忌满光恒缺”，虽着议论，故自佳。但后二句“既能明似镜，何用曲如钩”，何为又别立论头，不顾前旨也。,《载酒园诗话》
50,42156,《历代诗法》,"",恬细。,《历代诗法》
51,42125,《唐诗镜》,"",“新月照边秋”，语有爽气。,《唐诗镜》
52,42125,《唐风定》,"",整丽温夷，气象浑成，无句可摘。,《唐风定》
53,42125,《网师园唐诗笺》,"",“晚风”二句实疏。,《网师园唐诗笺》
54,42131,《瀛奎律髓》,"",此篇乃字字入律，工不可言。,《瀛奎律髓》
55,42131,《瀛奎律髓汇评》,"",冯舒：字字精工。冯班：似小庾。查慎行：“胡霜”、“汉月”一联，太白“边月随弓影”一联似之。纪昀：纯就自己一边说，又是一格，诗亦勃勃有气。通首俱承次句。,《瀛奎律髓汇评》
56,42153,《唐诗广选》,"",杨用修曰：此篇与《边城落日》作大意同，其写景尽胸中之悲壮，用事悉军中之容态，所以为难。,《唐诗广选》
57,42153,《唐诗直解》,"",一片忠肝义胆，妙。,《唐诗直解》
58,42153,《唐诗选》,"",“风旗”句，杜诗“旌旗日煖龙蛇动”即此意，此尤胜。,《唐诗选》
59,42153,《唐诗选脉会通评林》,"",周敬曰：慷慨激昂，俯视一世，宾王忠肝义胆可见。唐汝询曰：起便壮健，次联弘远，三联亦练，四联上句晚下句，五联虽用成语，声调可佳，六联细密。,《唐诗选脉会通评林》
60,42153,《唐诗选评》,"",宗臣曰：词气卓越。顾璘曰：精致。徐中行曰：工丽壮烈。,《唐诗选评》
61,42145,《诗薮》,"",宾王《幽絷书情》十八韵，精工俪密，极用事之妙，老杜多出此。如“地幽蚕室闭，门静雀罗开”、“自悯秦庭痛，谁怜楚奏哀”、“绝缣非易辨，疑璧果难裁”、“覆盆徒望日，蛰户未惊雷”之类，皆前所未有。,《诗薮》
62,42176,《增订评注唐诗正声》,"",郭云：浮靡之调是初唐气运使然，其间铺叙串合，俱有大力，不过借学问点缀耳，非如浅人用事，一味堆垛。,《增订评注唐诗正声》
63,42176,《卶庵重订李于麟唐诗选》,"",黄尔调云：读宾王长篇，如入王都之市，璀璨夺目，其妙处在布置得宜。,《卶庵重订李于麟唐诗选》
64,42176,《汇编唐诗十集》,"",唐云：钟伯敬作《诗归》，极诋宾王，谓不当与子安列，此特一偏之论耳。宾王《帝京篇》虽用学问填塞，然其铺叙有法，抑扬有韵，借古文辞写己胸臆，而首尾照应，脉络无爽，非妙笔不能。譬之朝阳殿中众宝杂陈，必布置得宜，乃能眩目，苟非班倕，畴能作此？彼竹篱茅舍手，恐不当轻议之。,《汇编唐诗十集》
65,42176,《载酒园诗话又编》,"",《帝京篇》，铨官时吏部侍郎裴行俭索文，作以献者也，故淋滴磊落，竭其才思。今人或病其过于横溢。余以读诗者如汉文节俭，自不作露台可耳，必不得谓未央壮丽，追罪萧何。,《载酒园诗话又编》
66,42176,《而庵说唐诗》,"",宾王此篇，最有体裁，节节相生，义井然不乱。首望出帝居得局；次及星躔山川、城阙离宫；次及诸侯王贵人之邸第，衣冠文物之盛、车马饮馔之乐，乃至游侠倡妇，描写殆尽；后半言祸福倚伏，交情变迁。总见帝京之大，无所不有，所举仕宦皆在京师者，尤见细密处。又：宾王此篇，做到“交衢直指凤凰台”句不知如何搁笔。沉吟上来，既将帝京布成一个大规模，若不入“剑履南宫入”十二句，则是空空一个帝京矣。此最一篇精神命脉之所，句最难下。若将朝廷声治铺排，累幅纸也写不尽，有何意味？看他下此八句，其用事极齐整，然却不落板。,《而庵说唐诗》
67,42176,《唐诗观澜集》,"",藻丽沿六朝，而愈增繁缛，唐初四了往往如此。此诗警豪华之难保，戒骄奢之终衰，移风易俗，有贾生之志焉，义近乎风。,《唐诗观澜集》
68,42176,"","",该诗约作于上元三年担任明堂主簿时。诗前有《启》，介绍说是应吏部侍郎“垂索”而作的。该诗取材于汉代京城长安的生活故事，以古喻今，抒情言志，气韵流畅，有如“缀锦贯珠，滔滔洪远”，在当时就被视为绝唱。它不仅是诗人的代表作，更是初唐长篇诗歌的代表作之一，堪与卢照邻的《长安古意》媲美，被称为姊妹篇。<br/><br/>    全诗分为四大部分，第一部分（从“山河千里国”至“黄扉通戚里”），状写长安地理形势的险要奇伟和宫阙的磅礴气势。此部分又分作三个小层次。开篇为五言诗，四句一韵，气势凌历，若千钧之弩，一举破题。“山河千里国，城阙九重门”，对仗工整，以数量词用得最好，“千里”以“九重”相对，给人一种旷远、博大、深邃的气魄。第三句是个假设问句，“不睹皇居壮”。其后的第四句“安知天子尊”，是以否定疑问表示肯定，间接表达赞叹、惊讶等丰富复杂而又强烈的情感。此处化用了《史记·高祖纪》中的典故：“萧丞相作未央宫，立东阙、北阙、前殿、武库、太仓。高祖见丞阙壮甚，怒。萧何曰：‘天子以四海为家，非壮丽无以重威，且无令后世有以加也。’高祖乃悦。”只有熟悉这一典故，方能更好体会出这两句诗的意韵。它与开篇两句相互映照，极为形象地概括出泱泱大国的帝都风貌。以上四句统领全篇，为其后的铺叙揭开了序幕。<br/><br/>    第二个小层次描写长安的远景：“皇居帝里崤函谷，鹑野龙山侯甸服。五纬连影集星躔，八水分流横地轴。秦塞重关一百二，汉家离宫三十六。”这六句七言诗，从宏观角度为我们展现了一幅庞大壮丽的立体图景。天地广阔，四面八方，尽收笔底。星光辉映，关山绵亘护卫，沃土抚育，帝京岂能不有！六句诗里连用“五”“八”“一百二”“三十六”等多个数字，非但没有枯燥之感，反而更显典韵奇巧，构成鲜豁之境和独特的景象。此为首句“山河千里国”的细致绘写。<br/><br/>    第三个小层次为长安的近景刻绘：“桂殿嵚崟对玉楼，椒房窈窕连金屋。三条九陌丽城隈，万户千门平旦开。复道斜通鳷鹊观，交衢直指凤凰台。”直入云霄、耀眼辉煌的宫殿，温馨艳冶的禁闱；宽畅而通达的大道，复道凌空，斜巷交织。此为对“皇居壮”的具体刻划。六句诗阐明了帝京的壮观、繁华、气度，不由令人念及天子的尊贵与威严。<br/><br/>    第二部分（“由剑履南宫入”到“宁知四十九年非”）重点描绘长安上流社会王侯贵戚骄奢纵欲的生活。诗人由表面的繁荣昌盛落笔，意在阐释兴衰祸福相倚伏的哲理。此部分又可分为两个层次。诗的前二十六句为第一层次，主要绘写权贵们及其附庸的日常生活。“剑履南宫入，簪缨北阙来。声明冠寰宇，文物象昭回。”细致传神地刻划出享有殊荣的将相们，身佩宝剑，昂然出入宫殿的情景。他们的美名扬于天下，形象题于画阁，业绩载入史册，光荣如同日月。“钩陈肃兰，璧沼浮槐市”，写的是天子的学宫圣境，静穆清幽；学士们漫步泮池、文市，纵论古今于青槐之下，何等的风流儒雅！教化之推行，言路之广开，由此可见一斑！“铜羽应风回，金茎承露起”，既写景又抒情。那展翅翱翔的铜乌殷勤地探测着风云的变幻，期盼国泰民安；那高擎金盘的仙掌虔诚地承接着玉露，祈愿天子万寿无疆！“校文天禄阁，习战昆明水”，指的是文武百将各司其职，文将治国安邦，武将戍边拓疆。“朱邸抗平台，黄扉通戚里”，说的是权贵们的居所，如同皇帝的离宫一样众多华丽。他们不但身居华屋而且饮食考究，“炊金馔玉待鸣钟”，真是气派。“小堂绮窗三千户，大道青楼十二重”是他们娱乐的场所。娼优之多可想而知。她们是由于统治阶级生活需要而滋生的附属阶层。她们的生活自然也豪华奢靡：“宝盖雕鞍金络马，兰窗绣柱玉盘龙。”这样的生活是“朝游北里暮南邻”的锵金鸣玉的王侯贵人所带来的。除了北里南邻的“多近臣”，还有那些失势的旧臣元老和专宠的新贵：“陆贾分金将燕喜，陈遵投辖正留宾。赵李经过密，萧朱交结亲。”他们也都有各自的活动场所和享乐消遣之法，游说饮宴，兴高采烈，逍遥自得。这是朝廷之外的另一番热闹景象。<br/><br/>    第二个层次是描绘长安的夜生活，从暮色苍茫到更深漏残，绿杨青桑道上，车如流水马如龙。一边是艳若桃李的娼妓，一边是年少英俊的侠客。碧纱帐里，彩珠帘内，皇帝与宠妃，使君与罗敷，出双入对，相互依偎，厮守之状如胶似漆。歌舞场上，轻歌曼舞。王公贵人，歌儿舞女，沉迷于灯红酒绿的梦幻里。他们便是如此浑浑噩噩度过自己的一生，岂能如蘧伯玉一般，“年五十而知四十九年非”呢？现实是残酷的，乐极必定生悲。因而诗人在第三部分（从“古来荣利若浮云”至“罗伤翟廷尉”）以其精练灵活的笔触，描绘出一幅动人心弦的历史画卷，把西汉一代帝王将相、皇亲国戚你死我活的残酷的斗争景象和世态人情的炎凉，状写得淋漓尽致。考究用典，精到的议论，生动的描绘，细腻的抒情，惊醒的诘问，交叉使用，纵横捭阖，举重若轻地记录了帝京上层社会的生活史。这部分重点揭示了封建统治阶级的腐朽和无法逃脱的没落命运。<br/><br/>    “古来荣利若浮云，人生倚伏信难分”！从古到今，统治阶级都是一样的。诗人生活的武则天时代，朝廷内部争权夺利激烈，酷吏罗织罪名陷害忠良，正所谓“倏忽搏风生羽翼，须臾失浪委泥沙。”有谁能够掌握自己的命运呢？面对唐朝的现实，诗人发出无可奈何的慨然而叹：“已矣哉，归去来”！继而诗人列举了汉代著名的贤才志士，他们的升迁湮滞，都不取决于个人学识才智的高低，而取决于统治者的好恶。司马相如辞赋再佳，怎奈景帝不喜欢辞赋，只得回到临邛卖酒为生；后来武帝赏识他的辞赋，经过狗监的推荐，才被召任为郎。扬雄学识尽管渊博，然而成、哀、平三位皇帝都不赏识他，他也就无法被提升。“十年不调几邅回”，语意双关，既指张释之十年为骑郎事，也是叹息自己十年没升迁的境遇。汲黯因为直谏而遭到忌恨，贾谊因为才高而被谗言所害。这一结尾，婉转地表达了忠直之士难以被容纳之意。<br/><br/>    沈德谮曾这样评论《帝京篇》：“作帝京篇，自应冠冕堂皇，敷陈主德。此因己之不遇而言，故始盛而以衰飒终也。首叙形势之雄，次述王侯贵戚之奢侈无度。至古来以下，慨世道变迁。已矣哉以下，伤一己之湮滞，此非诗之正声也。”诗论家评诗，立场不同，标准各异，结论自然相左。陈熙晋曾反驳沈祐谮说：“窃谓不然，夫陈思王京洛之篇，每涉斗鸡走马；谢眺金陵之曲，不离绿水朱楼，未闻例效班、张，同其研铄。此诗为上吏部而作，借汉家之故事，喻身世于本朝，本在摅情，非关应制。……篇末自述邅回，毫无所请之意，露于言表。显以贾生自负，想见卓荦不可一世之概。非天下才不能作是论也。沈说非是。”按如今的理解，沈祐谮所说的“次述王侯贵戚之奢侈无度”，并不是该诗的缺点，反而是其生命力之所在。诗人以汉事讽唐，大胆揭露统治阶层的荒淫腐败，以至于“衰飒”，也正是其最富有现实意义之处。<br/><br/>    《帝京篇》的特色，正象闻一多先生所评论的那样，是“洋洋洒洒的宏篇巨作，为宫体诗的一个巨变。仅仅篇幅大没有什么，要紧的是背面有厚积的力量撑持着。这力量是前人谓之‘气势’，其实就是感情。所以卢骆的来到，能使人麻痹了百余年的心灵复活。有感情，所以卢骆的作品，正如杜甫所预言的，‘不废江河万古流’。”<br/><br/>    这首诗是呈给吏部侍郎的，因此内容比《长安古意》庄重严肃 ，气势也更大。形式上较为自由活泼，七言中间以五言或三言，长短句交错，或振荡其势，或回旋其姿。铺叙、抒情、议论也各尽其妙。词藻富丽，铿锵有力，虽然承袭陈隋之遗，但已“体制雅骚，翩翩合度”，为歌行体辟出了一条宽阔的新路。,""
69,42181,《唐诗选脉会通评林》,"",周敬曰：宾王《畴昔》、《帝京》二作，不独富丽华藻，极掞天下之才，而开合曲折，尽神工之致。莫言中晚，即盛唐罕有与敌。歌行长篇绝技，舍两作更何格调可法？黄家鼎曰：铺叙有法，抑扬有韵，借故文辞，写己胸臆，而首尾照应，脉络无爽，岂凑砌堆垛者比。,《唐诗选脉会通评林》
70,42181,《诗辩坻》,"",初唐如《帝京》、《畴疗》、《长安》、《汾阴》等作，非臣匠不办。非徒博丽，即气概充硕，无纪渻之养者，一望却走。唐人无赋，此调可以上敌班、张。盖风神流动，词旨宕逸，即文章属第二义。钟、潭更目为板，独取乔知之《绿珠篇》。此等伎俩，为南唐后主构花中亭子可耳，安知造五凤楼乎！,《诗辩坻》
71,42181,《唐诗绪笺》,"",六朝七言古诗，通章尚用平韵转声，七字成句，读未大畅。至此韵则平仄互换，句则二五错综，时又加以开阖，传以神情，宏以风藻，七言之体至是大备矣。,《唐诗绪笺》
72,42179,《王闿运手批唐诗选》,"",如分水犀，划开乃能合拢。,《王闿运手批唐诗选》
73,42169,《载酒园诗话又编》,"",《代女道士王灵妃赠道士李荣》曰：“寄语何边值查客，乍可匆匆共百年，谁使遥遥期七夕”，大是情至语。后又云：“假令白里似长安，须使青牛学剑端。蘋风入驭来应易，竹杖成龙去不难”，用事尤切。,《载酒园诗话又编》
74,42169,《王闿运手批唐诗选》,"",顿挫生姿，至此始化排偶之迹（“寻思许事”二句下八极其妖媚，开李商隐轻薄一派（“双枕孤眠”句下八亦乖诗法，词太显耳（末句下）。,《王闿运手批唐诗选》
75,42175,《补唐书骆侍御传》,"",宾王生七岁，能诗。尝嬉戏池上，客指鹅群令赋焉，应声曰：“白毛浮绿水，红掌拨清波。”客叹诧，呼神童。,《补唐书骆侍御传》
76,42175,"","",这首诗歌相传是唐代诗人骆宾王少年时期的作品，给我们展示了一幅鹅儿戏水图，有形象，有声音，有色彩，有动态，如在眼前，给人以十分真切的感受。<br/>    学习这首诗歌，可以依循鹅的形象→声音→色彩→动态的思路来理解：<br/>    形象生动<br/>    诗歌一开始就以“鹅，鹅，鹅”的连续反复，突出了描写对象。鹅在禽类当中，体大身健，尤其是长长的颈项更是别具特色，所以诗人抓住特征，突出了鹅的“曲项”--鹅的颈项长长的，本来并不弯曲，因为它要唱歌，这才弯曲着颈项，使得形象更加生动可爱了。    　<br/>     声音嘹亮<br/>     如上所述，鹅儿弯曲起长长的颈项，大概憋足了内劲吧，突然爆发出来--“向天歌”，向着高高的天空鸣叫，唱的什么“歌”只有鹅儿自己知道，但这鸣声激越嘹亮，发散四方，使我们如同直接听到，而且仿佛回荡在耳际，经久不歇……<br/>    色彩分明<br/>    色彩分明，美丽和谐，是这首诗的重要特色。“白毛”和“绿水”映衬分明，“红掌”和“清波”相映尽致，鹅儿的白毛使绿水更绿，而一潭绿水又使白毛更白；同样，鹅儿的红掌与绿水的清波互相映现，多么美妙。如果诵读诗篇，体味色彩，你就会感到“白毛”、“绿水”、“红掌”、“清波”不仅色彩分明，而且和谐统一，让人觉得很美很美呢。<br/>    动态逼真<br/>    这首诗歌固然把鹅儿的形态描绘得非常生动，而形态与动态又紧密关联，“曲项”是在绘形，何尝不是写动？鹅儿长长的颈项弯曲起来了，为的是爆发出嘹亮的鸣声。尤其是下面的“浮”和“拨”两个动词，更是写足了鹅儿的动态了--绿水悠悠，鹅儿浮游其中，多么自由自在啊！鹅儿红红的脚掌，拨动着悠悠绿水，激荡起一圈圈清澈的水波，雪白的躯体不断前行，又多么快乐！“浮”含游，“拨”含行，二者连成一体，再加上“向天歌”，简直逼真如画了。<br/>     诵读这首诗歌，我们不难从中体味到童趣。在儿童眼里，鹅鸭嬉戏，猫狗相斗，乃至蚂蚁搭桥等等，无不充满情趣，妙在诗人仔细观察，化为生动的艺术形象，以诗的语言画出“鹅儿戏水图”，因而更加富有感染力了。,""
77,42173,《唐诗选脉会通评林》,"",周珽曰：宾王性质忠烈，故语多愤激，所志惟欲为君国树勋雪耻。如“君恩如可报，龙剑有雌雄”、“莫作兰山下，空令汉国羞”、“还应雪汉耻，持此报明君”等，言言令人肝胆激发。若此篇，托意征戍之士，谓既受天子阃外之寄，则扬尘远略，奋勇忘家，有所不辞者。前段叙军行节制所自，中段写军行威武所及，末段言军行志愿不负所期许。味“誓令氛祲静皋兰”一语与尾两句，忠义之气凛凛，不独见于讨武氏一檄矣。,《唐诗选脉会通评林》
78,27369,《网师园唐诗笺》,"",巧不伤雅（“还将”二句下）。似非应制体，而措语自妙（末二句下）。,《网师园唐诗笺》
79,27369,《闻鹤轩初盛唐近体读本》,"",评：起作互对，亦有生致。三、四极尖巧，结亦作波，可悟唐人不忌纤颖。似此用“秾李”字，便无滞色，且复雅切王姬下嫁，弥见作意。,《闻鹤轩初盛唐近体读本》
80,27359,"","",（1）长宁公主：唐中宗李显的女儿。（2）甸：京城的近郊。（3）鸣銮：皇帝的车驾。（4）鹓［音：“冤”］鹭：两种鸟，它们群飞而有序，因以喻朝官齐集，列队班行。（5）北渚：渭河。（6）镳［音：“标”］：马嚼子，代指乘骑，此处指皇帝的车驾。,""
81,27341,《唐诗品汇》,"",天宝三载，芮挺章编《国秀集》，以此篇为第一。,《唐诗品汇》
82,27341,《唐诗镜》,"",三、四矜贵，五、六赋景落闲，是铺排体面。,《唐诗镜》
83,27341,《唐诗选脉会通评林》,"",其格调亦整，特乏神韵耳。吴山民曰：结幽旷。,《唐诗选脉会通评林》
84,27341,《闻鹤轩初盛唐近体读本》,"",陈德公先生曰：本是隽句，涉笔能亮，乃见雄才。五、六止趋得结语“归路”二字耳。句法乃亦老健。评：落句氤氲流绕。第二“网”字是字法。只三、四道侍宴，后半全写宴罢情景，避实击虚，诗家一秘。“月字”、“云窗”，特为题中“甘露”字作掩映耳。,《闻鹤轩初盛唐近体读本》
85,27419,《近体秋阳》,"",“长歌”、“空对”四字、松动潇洒，浩洁虚明。,《近体秋阳》
86,27393,《唐诗归》,"",钟云：五字写别景，直而可思。谭云：看此即如今日身自送人，见人起身光景（“离人”句下）。,《唐诗归》
87,27393,《闻鹤轩初盛唐近体读本》,"",陈德公先生曰：纯用清气成章。三、四道送别情事，极生动。后半浅泛中有少致，故不觉为淡率。诗贵生致，要在不易。五、六赠酒曰“倾壶”，题书曰“掩泪”，是诗家琢句作致处。“御沟水”上缀“殷勤”二字，令陈语顿有情趣。,《闻鹤轩初盛唐近体读本》
88,27432,《姜斋诗话》,"",咏物诗，齐梁始多有之，其标格高下，犹画之有匠作，有士气。征故实，写色泽，广比臂，虽极镂绘之工，皆匠气也。又其卑者，饾凑成篇，谜也，非诗也。李峤称“大手篇”，咏物尤其属意之作，裁剪整齐，而生意索然，亦匠笔耳。,《姜斋诗话》
89,27432,《载酒园诗话又编》,"",读李巨山咏物百馀诗，固是淹雅之士，但整核而已，末甚精出。,《载酒园诗话又编》
90,27432,《石洲诗话》,"",李巨山咏物百二十首，虽极工切，而声律时有未调，犹带齐梁遗习，未可遽以唐人试帖例视。,《石洲诗话》
91,27368,《唐诗评选》,"",吟此结联，笑“笙歌归院落，灯火下楼台”，何物冷淡生活，乃得滥称富贵语？即此可验心旌笔致。,《唐诗评选》
92,27368,《唐七律选》,"",八句皆偶对，自是初唐律法，而对必工切，精警流丽，无一懈字。此题工者甚多，巨山自当擅场。,《唐七律选》
93,27368,《唐体馀编》,"",双结应双起，局势甚足，馀态倍妍。,《唐体馀编》
94,27368,《唐诗成法》,"",次句写宸游甚壮丽，结亦有馀韵，稍逊燕公中联耳。,《唐诗成法》
95,27368,《唐诗观澜集》,"",既浑成又雅切，是初唐佳境，天宝以后更不可得。,《唐诗观澜集》
96,27368,《网师园唐诗笺》,"",“还将”四句，雕不失佻。,《网师园唐诗笺》
97,27368,《桐城吴先生评点唐诗鼓吹》,"",看他通首纯用大笔大墨，绝不落一毫纤巧。唐初如此大篇，允为一代冠冕。,《桐城吴先生评点唐诗鼓吹》
98,27480,《网师园唐诗笺》,"",佳处似不在上四句。但写月，而“望”意、“酬”意俱见。,《网师园唐诗笺》
99,27495,《唐诗镜》,"",真宏巨手，隐有古意。,《唐诗镜》
100,27495,《诗学渊源》,"",苏、李虽属一体齐名，而苏实不逮远甚。峤古诗如《奉使朔方》及《鹧鸪》一首，尤契古韵，又《拟东飞伯劳西飞燕歌》，虽七言而转韵，亦然，盖深得齐梁之遗也。尝作咏物诗百篇，体物浏亮，世尤传诵。,《诗学渊源》
101,27493,《本事诗》,"",天宝末，幺宗尝乘月登勤政楼。命梨园弟子歌数阙。有唱李峤诗云：“富贵荣华能几时，山川满目泪沾衣。不见只今汾水上，唯有年年秋雁飞。”时上春秋已高，问是谁诗，或对曰李峤。因凄然涕下，不终曲而起，曰：“李峤真才子也”。又明年，幸蜀，登白卫岭，览眺久之，又歌是词，复言：“李峤真才子。”不胜感叹。时高力士在侧，亦挥涕久之。,《本事诗》
102,27493,《诗薮》,"",李峤《汾阴行》，玄宗剧赏，然声调未谐，转换多踬，出沈、宋下。,《诗薮》
103,27493,《唐诗选脉会通评林》,"",周珽曰：此借汉事以刺时事也。,《唐诗选脉会通评林》
104,27493,《唐诗别裁》,"",尔时风格乍开，故句调未能全合。,《唐诗别裁》
105,27493,《网师园唐诗笺》,"",二句双锁上文（“昔时”二句下）。,《网师园唐诗笺》
